,alginate,,alg+Ac,,AC,,a1,a2,a3,a4,a5,a6,a7,a8
3948,68.804159,,72.783838,,64.498304,,70.263117,61.817718,63.14983,72.848475,67.025581,63.003755,42.080173,35.94061
3946,68.85522,,72.778692,,64.549397,,70.299783,61.867216,63.188887,72.844263,67.075441,63.010123,42.072064,35.865111
3944,68.896769,,72.768623,,64.603518,,70.331321,61.914817,63.219622,72.842524,67.106469,63.030717,42.053545,35.835434
3942,68.925001,,72.751192,,64.641673,,70.352694,61.950454,63.242048,72.83834,67.116577,63.053412,42.029899,35.851382
3940,68.930407,,72.723962,,64.657562,,70.356354,61.970093,63.247962,72.834171,67.095299,63.07012,42.001138,35.980732
3938,68.924407,,72.699161,,64.657546,,70.349882,61.973726,63.2456,72.82756,67.061507,63.068701,41.977802,36.087248
3936,68.910811,,72.68167,,64.635334,,70.33581,61.967386,63.243182,72.818511,67.0173,63.041051,41.959885,36.238812
3934,68.901033,,72.678803,,64.603594,,70.321701,61.957116,63.24891,72.804571,66.983627,62.989168,41.955276,36.322432
3932,68.898875,,72.695421,,64.565498,,70.312585,61.946943,63.268237,72.785744,66.962577,62.908987,41.969219,36.338405
3930,68.906239,,72.719306,,64.533671,,70.318517,61.944936,63.295679,72.779207,66.960425,62.840948,41.99118,36.354512
3928,68.921219,,72.750448,,64.514404,,70.336961,61.953116,63.331222,72.782497,66.979255,62.787074,42.018525,36.370756
3926,68.940012,,72.774215,,64.517126,,70.367899,61.973509,63.36394,72.805413,67.014873,62.779754,42.043372,36.409575
3924,68.960714,,72.788182,,64.541796,,70.413828,62.006126,63.391109,72.845486,67.063085,62.827107,42.063101,36.493281
3922,68.97572,,72.787489,,64.575789,,70.44962,62.038869,63.399108,72.89045,67.105056,62.910938,42.072474,36.59932
3920,68.981231,,72.774588,,64.619088,,70.4778,62.067702,63.387967,72.935403,67.138696,63.029236,42.076751,36.682923
3918,68.973446,,72.749494,,64.652821,,70.483328,62.08051,63.354993,72.960754,67.149368,63.143529,42.078565,36.7665
3916,68.952369,,72.719518,,64.677004,,70.463728,62.081323,63.30294,72.966519,67.137083,63.249756,42.075299,36.827775
3914,68.919904,,72.694391,,64.679098,,70.424046,62.066093,63.2536,72.928243,67.114397,63.293187,42.069582,36.822346
3912,68.877954,,72.674105,,64.665417,,70.369318,62.038851,63.206968,72.850857,67.083407,63.273779,42.0588,36.817146
3910,68.832224,,72.675658,,64.626582,,70.307076,62.00161,63.187495,72.727058,67.05875,63.15702,42.050817,36.745608
3908,68.788413,,72.694166,,64.575172,,70.249842,61.962449,63.195138,72.566666,67.042512,62.967177,42.043015,36.674482
3906,68.77122,,72.739316,,64.533125,,70.227623,61.947653,63.227139,72.416161,67.057679,62.75085,42.043244,36.603769
3904,68.782539,,72.801371,,64.503554,,70.240372,61.957242,63.283461,72.290198,67.100058,62.532359,42.054113,36.577671
3902,68.847056,,72.880309,,64.514583,,70.320526,62.02158,63.350506,72.247393,67.184262,62.398945,42.078229,36.596016
3900,68.938168,,72.956718,,64.550509,,70.438018,62.114405,63.417417,72.260805,67.287294,62.33239,42.107739,36.680679
3898,69.034974,,73.008793,,64.598791,,70.56034,62.205381,63.467941,72.325504,67.386173,62.336787,42.132193,36.765359
3896,69.116584,,73.034142,,64.640677,,70.662529,62.27224,63.499395,72.409712,67.460019,62.383751,42.146374,36.828077
3894,69.150718,,73.013431,,64.657458,,70.702209,62.280538,63.495575,72.479246,67.47961,62.442839,42.139856,36.846962
3892,69.158277,,72.973337,,64.658534,,70.704398,62.267947,63.472763,72.53412,67.472111,62.499835,42.1231,36.822186
3890,69.141164,,72.925978,,64.640815,,70.671639,62.213548,63.433691,72.571908,67.437533,62.546605,42.09612,36.732016
3888,69.12027,,72.893125,,64.613679,,70.628891,62.156877,63.397297,72.595062,67.400934,62.572978,42.066751,36.620452
3886,69.108883,,72.88926,,64.586478,,70.591104,62.114201,63.366275,72.608471,67.374834,62.574872,42.040212,36.487576
3884,69.101308,,72.9071,,64.562322,,70.558272,62.075441,63.346014,72.60727,67.357144,62.552265,42.021717,36.377111
3882,69.097544,,72.944202,,64.544312,,70.535363,62.044704,63.333801,72.593907,67.349947,62.505138,42.013865,36.310773
3880,69.091894,,72.983644,,64.532438,,70.519876,62.013929,63.329621,72.570828,67.344894,62.445671,42.014045,36.353706
3878,69.082464,,73.018185,,64.529791,,70.5118,61.979107,63.330766,72.533173,67.341985,62.379952,42.030063,36.527261
3876,69.076843,,73.052654,,64.533252,,70.523544,61.954492,63.339922,72.49069,67.343306,62.307973,42.048893,36.809257
3874,69.075031,,73.08464,,64.549008,,70.557564,61.944202,63.357075,72.445818,67.350938,62.233793,42.075739,37.199315
3872,69.084617,,73.116556,,64.564642,,70.611346,61.954391,63.384901,72.400991,67.364882,62.161475,42.097591,37.653733
3870,69.105596,,73.148402,,64.586347,,70.687341,61.987155,63.420694,72.361074,67.385133,62.091015,42.117055,38.150658
3868,69.126586,,73.175361,,64.607921,,70.758247,62.022238,63.461754,72.326062,67.403354,62.030549,42.136738,38.646728
3866,69.151379,,73.195033,,64.635549,,70.82407,62.057657,63.505387,72.293521,67.421628,61.978043,42.154043,39.120373
3864,69.166699,,73.207428,,64.659945,,70.857571,62.073126,63.548903,72.263449,67.431622,61.937566,42.174172,39.485425
3862,69.17634,,73.210148,,64.687293,,70.86127,62.072746,63.589619,72.235845,67.437507,61.911156,42.194529,39.785351
3860,69.193579,,73.208015,,64.717588,,70.857481,62.068758,63.62754,72.225277,67.441366,61.900851,42.20992,39.934319
3858,69.216518,,73.203435,,64.756991,,70.851161,62.065279,63.65999,72.229305,67.449451,61.908689,42.22295,39.94521
3856,69.254635,,73.196413,,64.802403,,70.867035,62.082715,63.686976,72.257625,67.468007,61.934673,42.220642,39.85878
3854,69.304135,,73.189351,,64.847647,,70.895189,62.110951,63.708508,72.298084,67.490784,61.970654,42.210797,39.688626
3852,69.345096,,73.18225,,64.877328,,70.915558,62.135787,63.724595,72.338542,67.509453,61.998286,42.190828,39.499177
3850,69.366228,,73.175109,,64.888397,,70.921016,62.151154,63.73257,72.369299,67.521933,62.01552,42.163338,39.290397
3848,69.355227,,73.165531,,64.868586,,70.891283,62.14282,63.737791,72.375816,67.517818,62.006035,42.133522,39.169148
3846,69.325365,,73.163105,,64.830247,,70.843703,62.125083,63.740263,72.367809,67.509604,61.97593,42.109165,39.071022
3844,69.288015,,73.170217,,64.782631,,70.795586,62.108179,63.739991,72.347714,67.513941,61.929271,42.092858,38.974533
3842,69.250756,,73.191643,,64.731892,,70.75928,62.100322,63.736977,72.32523,67.537067,61.872163,42.089783,38.900924
3840,69.230641,,73.232153,,64.696442,,70.754496,62.117904,63.73656,72.307626,67.593541,61.808677,42.10512,38.764818
3838,69.221977,,73.277366,,64.673185,,70.763982,62.148749,63.732794,72.29974,67.662548,61.761246,42.133677,38.608866
3836,69.230444,,73.322493,,64.671287,,70.782824,62.188834,63.721168,72.308826,67.737843,61.746195,42.17286,38.454306
3834,69.246562,,73.350801,,64.687644,,70.79874,62.230044,63.698062,72.334871,67.796545,61.773731,42.214896,38.343585
3832,69.270326,,73.348316,,64.719161,,70.799478,62.264247,63.663536,72.385118,67.825573,61.862231,42.254605,38.255284
3830,69.284683,,73.3332,,64.747463,,70.785088,62.285341,63.625626,72.425688,67.832697,61.952516,42.284224,38.210521
3828,69.283949,,73.298427,,64.769498,,70.758079,62.291307,63.592352,72.454171,67.815523,62.030292,42.303762,38.209144
3826,69.260547,,73.260761,,64.770009,,70.723404,62.282168,63.569059,72.456074,67.784425,62.060842,42.313224,38.208573
3824,69.206903,,73.220237,,64.745988,,70.683558,62.243609,63.563729,72.41692,67.743532,62.021687,42.312619,38.229942
3822,69.153322,,73.181662,,64.718827,,70.653278,62.217463,63.563107,72.39714,67.701132,61.996518,42.307131,38.230759
3820,69.099799,,73.145065,,64.691581,,70.637474,62.196693,63.564573,72.399135,67.663429,61.993501,42.294175,38.232167
3818,69.080419,,73.110477,,64.685569,,70.641044,62.201468,63.554917,72.463933,67.638705,62.077985,42.278932,38.212925
3816,69.091385,,73.080309,,64.700746,,70.666429,62.233523,63.528906,72.591484,67.631084,62.252024,42.266579,38.172991
3814,69.100499,,73.042689,,64.709698,,70.667168,62.257583,63.491904,72.690034,67.615595,62.393084,42.257119,38.112323
3812,69.107759,,72.995283,,64.709394,,70.64822,62.271198,63.449261,72.757193,67.594286,62.501147,42.247966,38.052019
3810,69.080979,,72.935761,,64.684666,,70.577901,62.247188,63.401029,72.732688,67.542191,62.488364,42.241709,37.992005
3808,69.027734,,72.861798,,64.641632,,70.468531,62.187146,63.35254,72.633474,67.467594,62.377179,42.235763,37.95333
3806,68.995349,,72.801947,,64.625831,,70.371427,62.138073,63.301197,72.536751,67.409949,62.263588,42.232718,37.957001
3804,68.981925,,72.753844,,64.631144,,70.296346,62.099626,63.252319,72.452158,67.3713,62.159846,42.229988,38.00289
3802,69.034775,,72.741231,,64.699942,,70.294437,62.125214,63.200674,72.471241,67.391097,62.188532,42.230163,38.090868
3800,69.121709,,72.745117,,64.795765,,70.336383,62.191878,63.148938,72.565012,67.442296,62.312877,42.230658,38.199721
3798,69.193514,,72.737069,,64.872279,,70.371036,62.297978,63.084,72.702107,67.483307,62.510406,42.221135,38.266132
3796,69.23694,,72.707661,,64.915831,,70.378979,62.35605,63.011184,72.853603,67.505791,62.748423,42.206766,38.290089
3794,69.208466,,72.633283,,64.882973,,70.309246,62.366703,62.922665,72.968944,67.464005,62.967666,42.182386,38.208423
3792,69.138377,,72.535332,,64.807103,,70.200865,62.346159,62.831645,73.05538,67.393243,63.155865,42.153166,38.084341
3790,69.03803,,72.423339,,64.697394,,70.073352,62.302377,62.743417,73.103311,67.305942,63.284404,42.121695,37.875777
3788,68.932023,,72.313905,,64.581081,,69.943753,62.245424,62.663257,73.122388,67.218695,63.355319,42.098316,37.666874
3786,68.833597,,72.21651,,64.473275,,69.841197,62.18749,62.60167,73.115038,67.150172,63.354301,42.080445,37.45757
3784,68.746531,,72.135894,,64.383018,,69.758396,62.134559,62.550803,73.089947,67.098267,63.306688,42.070671,37.268801
3782,68.670821,,72.076783,,64.31331,,69.700188,62.09264,62.518522,73.04665,67.067104,63.227478,42.066411,37.163426
3780,68.606462,,72.03446,,64.273152,,69.659297,62.069862,62.494372,72.998634,67.052499,63.142124,42.072838,37.120265
3778,68.559124,,72.016008,,64.265508,,69.638141,62.070202,62.483601,72.948302,67.054422,63.064928,42.084786,37.181054
3776,68.525018,,72.011995,,64.275327,,69.636715,62.089278,62.481001,72.895655,67.06661,62.985673,42.09967,37.345525
3774,68.511703,,72.029501,,64.305594,,69.655016,62.124788,62.486596,72.840696,67.09111,62.906404,42.120082,37.613391
3772,68.509718,,72.056755,,64.332318,,69.685793,62.159725,62.503018,72.778625,67.115425,62.806691,42.140851,37.90068
3770,68.520949,,72.091423,,64.35853,,69.729056,62.193821,62.525076,72.709448,67.137448,62.68041,42.159396,38.228153
3768,68.535935,,72.12882,,64.36631,,69.767921,62.21419,62.54759,72.628372,67.15507,62.523477,42.180892,38.553845
3766,68.552783,,72.164275,,64.355731,,69.797599,62.218421,62.570602,72.535406,67.168263,62.331809,42.202756,38.87765
3764,68.565816,,72.197824,,64.326866,,69.808492,62.204098,62.591551,72.428161,67.176996,62.105409,42.227577,39.178611
3762,68.575033,,72.231853,,64.279791,,69.795836,62.166688,62.610483,72.30425,67.18124,61.836111,42.257948,39.477505
3760,68.586102,,72.275791,,64.229486,,69.78137,62.120651,62.643031,72.170875,67.19343,61.534128,42.291285,39.711783
3758,68.602802,,72.336705,,64.17897,,69.765127,62.063597,62.694406,72.02325,67.213536,61.193339,42.330182,39.923102
3756,68.634578,,72.431043,,64.14613,,69.778417,62.01851,62.785382,71.87336,67.258146,60.832125,42.364289,40.063635
3754,68.685207,,72.563513,,64.139875,,69.82604,61.985167,62.918533,71.723602,67.329301,60.448448,42.401376,40.146159
3752,68.767912,,72.727113,,64.163139,,69.922407,61.982403,63.086074,71.600305,67.422813,60.093361,42.438857,40.163862
3750,68.880794,,72.921921,,64.221813,,70.072302,62.014266,63.282845,71.513022,67.538644,59.781157,42.479326,40.117124
3748,69.020064,,73.105886,,64.295071,,70.256497,62.08904,63.467474,71.488043,67.653914,59.577175,42.517607,40.006347
3746,69.170596,,73.262814,,64.376976,,70.465431,62.198044,63.629762,71.527714,67.758206,59.487533,42.553704,39.873249
3744,69.290815,,73.355272,,64.426073,,70.651199,62.304503,63.738855,71.617638,67.830056,59.495883,42.591396,39.676858
3742,69.373164,,73.383461,,64.439515,,70.799611,62.392028,63.792403,71.745824,67.866999,59.58384,42.592408,39.458804
3740,69.38742,,73.337625,,64.393771,,70.882142,62.428496,63.793197,71.881169,67.860364,59.698312,42.570287,39.219368
3738,69.354373,,73.245858,,64.315606,,70.911069,62.422346,63.749129,72.02367,67.820543,59.841336,42.540021,39.020443
3736,69.283072,,73.126786,,64.225793,,70.892795,62.377776,63.671608,72.168541,67.76415,60.004744,42.506231,38.88255
3734,69.202778,,73.005995,,64.142085,,70.853209,62.307503,63.580977,72.311005,67.697415,60.182408,42.483944,38.826084
3732,69.130112,,72.906706,,64.085123,,70.806409,62.228519,63.485763,72.448676,67.639017,60.374327,42.477829,38.871312
3730,69.057516,,72.826449,,64.04898,,70.749782,62.134428,63.391026,72.567232,67.57443,60.556001,42.482171,38.977117
3728,68.98688,,72.767466,,64.030691,,70.683072,62.023082,63.299257,72.661915,67.503653,60.717225,42.501657,39.163787
3726,68.912537,,72.71802,,64.021424,,70.603631,61.896592,63.2104,72.723196,67.420465,60.845752,42.527962,39.3497
3724,68.83071,,72.678081,,64.012376,,70.51364,61.748546,63.124417,72.753484,67.318645,60.943627,42.555342,39.555357
3722,68.752728,,72.640629,,64.003576,,70.427289,61.600243,63.043866,72.755188,67.21894,60.994524,42.580646,39.740255
3720,68.676703,,72.607993,,63.992122,,70.349229,61.449549,62.973884,72.728327,67.12135,60.998448,42.605939,39.924931
3718,68.608296,,72.573168,,63.97219,,70.288923,61.309266,62.911882,72.68484,67.04039,60.961526,42.628061,40.04886
3716,68.545618,,72.533821,,63.949686,,70.248667,61.177273,62.862996,72.619972,66.97398,60.873557,42.643842,40.152906
3714,68.492442,,72.49695,,63.936345,,70.225979,61.051444,62.814349,72.57901,66.920044,60.801895,42.6501,40.156626
3712,68.448767,,72.45556,,63.932175,,70.227952,60.931788,62.765938,72.569084,66.882723,60.750619,42.648896,40.080777
3710,68.410814,,72.416644,,63.948865,,70.242544,60.82045,62.710049,72.609224,66.849575,60.766661,42.639675,39.911685
3708,68.382357,,72.380201,,63.986396,,70.269673,60.719578,62.649258,72.699395,66.82267,60.845933,42.627138,39.63828
3706,68.333199,,72.336908,,64.003932,,70.273387,60.616351,62.586137,72.784809,66.783353,60.927211,42.610747,39.325471
3704,68.26523,,72.284442,,64.004463,,70.253611,60.508628,62.518118,72.86071,66.729553,61.004373,42.592596,38.933313
3702,68.159581,,72.218151,,63.970592,,70.19353,60.379282,62.452907,72.874755,66.646769,61.01009,42.547567,38.562226
3700,68.023807,,72.1427,,63.908245,,70.100245,60.232571,62.387933,72.838884,66.545369,60.954569,42.530898,38.172136
3698,67.89376,,72.081367,,63.852396,,70.014331,60.08347,62.336025,72.769776,66.450219,60.84802,42.506328,37.862963
3696,67.767552,,72.031814,,63.808871,,69.945276,59.929837,62.297171,72.67459,66.36339,60.694529,42.479115,37.654337
3694,67.690459,,72.017296,,63.818308,,69.933649,59.797389,62.284181,72.584246,66.318024,60.524701,42.438714,37.565784
3692,67.647381,,72.030808,,63.866123,,69.969803,59.673284,62.28934,72.496363,66.303751,60.338539,42.390382,37.636623
3690,67.634539,,72.05838,,63.940671,,70.034529,59.553242,62.310068,72.42282,66.301923,60.162563,42.344653,37.806638
3688,67.642496,,72.093029,,64.036138,,70.118181,59.432977,62.343788,72.358855,66.306323,59.99677,42.298894,38.055603
3686,67.648616,,72.113832,,64.117779,,70.1896,59.301756,62.380239,72.311588,66.2921,59.873794,42.268938,38.343582
3684,67.654783,,72.130091,,64.197229,,70.253489,59.163862,62.41942,72.27863,66.26547,59.769155,42.246884,38.630845
3682,67.653453,,72.139488,,64.260076,,70.316941,59.021438,62.461328,72.250477,66.234717,59.660416,42.232739,38.838333
3680,67.646513,,72.148992,,64.317955,,70.38227,58.87233,62.505958,72.229498,66.201912,59.53738,42.213301,38.986094
3678,67.624533,,72.170213,,64.37094,,70.456564,58.710085,62.55331,72.196704,66.175336,59.359265,42.180633,39.015211
3676,67.602602,,72.203144,,64.442226,,70.549304,58.54114,62.595703,72.197178,66.157057,59.199487,42.132071,38.965517
3674,67.593917,,72.250096,,64.552117,,70.662794,58.378397,62.617795,72.254617,66.145002,59.106983,42.059658,38.837312
3672,67.598478,,72.301778,,64.686349,,70.780218,58.234774,62.609372,72.376096,66.132961,59.122523,41.968657,38.650534
3670,67.633251,,72.353547,,64.85091,,70.894324,58.136124,62.567899,72.578168,66.12921,59.297063,41.872283,38.483864
3668,67.637898,,72.372929,,64.965703,,70.942279,58.028659,62.501069,72.744635,66.092364,59.483787,41.773179,38.317634
3666,67.604882,,72.359944,,65.029133,,70.918897,57.908062,62.411453,72.858931,66.024501,59.662306,41.673991,38.171407
3664,67.511582,,72.305338,,65.013307,,70.81674,57.742,62.314394,72.871337,65.913216,59.742922,41.572065,38.045107
3662,67.348581,,72.206818,,64.912519,,70.621509,57.506718,62.202234,72.770075,65.752314,59.711379,41.459441,37.919143
3660,67.174324,,72.108444,,64.787051,,70.423975,57.260366,62.105623,72.614426,65.599722,59.586042,41.341412,37.813003
3658,66.983156,,72.005581,,64.633824,,70.219363,56.989994,62.024547,72.399689,65.449234,59.354692,41.210006,37.726613
3656,66.833513,,71.939929,,64.504332,,70.088841,56.749521,61.976858,72.192182,65.356686,59.066265,41.065206,37.67934
3654,66.727275,,71.911464,,64.398367,,70.03954,56.532501,61.967635,71.989535,65.328266,58.698349,40.899023,37.6322
3652,66.679514,,71.913217,,64.335869,,70.073818,56.341118,61.963687,71.857996,65.351551,58.375273,40.698141,37.62398
3650,66.697762,,71.947482,,64.322456,,70.196414,56.186197,61.97011,71.80698,65.432729,58.113334,40.467834,37.654534
3648,66.759394,,71.977205,,64.340835,,70.340488,56.059131,61.935899,71.869548,65.520102,58.040898,40.226685,37.685026
3646,66.853099,,71.997759,,64.382358,,70.48933,55.970754,61.871277,72.024342,65.599198,58.141634,39.998632,37.715456
3644,66.907258,,71.969813,,64.38396,,70.557061,55.862735,61.771165,72.157827,65.618344,58.297338,39.802326,37.68793
3642,66.925646,,71.907275,,64.345683,,70.548482,55.739382,61.648325,72.26056,65.587889,58.475401,39.632479,37.621938
3640,66.866807,,71.796286,,64.230353,,70.437387,55.544443,61.515507,72.2404,65.491312,58.543395,39.473138,37.459873
3638,66.757131,,71.657687,,64.063808,,70.25958,55.301654,61.375264,72.135228,65.349295,58.529859,39.318983,37.259768
3636,66.624886,,71.514612,,63.877573,,70.065156,55.036946,61.242876,71.971078,65.203174,58.428696,39.148684,37.040966
3634,66.485147,,71.376309,,63.683103,,69.868424,54.756794,61.115792,71.766883,65.061215,58.26029,38.962223,36.803535
3632,66.383135,,71.279753,,63.529006,,69.74328,54.510997,61.016915,71.576972,64.972997,58.049095,38.748902,36.605007
3630,66.307541,,71.215677,,63.406662,,69.670629,54.286589,60.938592,71.394253,64.924046,57.799192,38.514026,36.426109
